Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.984,1.000,0.986,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.985,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.981,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.986,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.982,1.000,0.982,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.988,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.983,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.987,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.985,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.982,0.999,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.987,1.000,0.958
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.988,1.000,0.958
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.987,1.000,0.957
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.958
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.982,1.000,0.982,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.986,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.989,1.000,0.986,1.000,0.958
bloodmnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.984,1.000,0.958
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.989,1.000,0.988,1.000,0.958
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.986,1.000,0.958
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.983,1.000,0.984,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.986,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.990,1.000,0.986,1.000,0.958
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.989,1.000,0.988,1.000,0.958
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.988,1.000,0.957
